N,P,K,temperature,humidity,ph,rainfall,Total_Nutrients,Temperature_Humidity,Log_Rainfall,Label,Label_Encoded
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,192,364.4925104,4.2458353,lettuce,2
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,204,282.2896219,4.302038358,lettuce,2
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,196,286.6563154,4.38773013,lettuce,2
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,204,258.0656968,4.191375326,lettuce,2
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,175,339.8906139,4.400586199,lettuce,2
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,203,356.7502168,4.312740399,lettuce,2
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,184,312.9998604,4.413142802,lettuce,2
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,194,295.8245677,4.496259276,lettuce,2
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,186,326.3123753,4.241256518,lettuce,2
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,174,350.6415479,4.375116636,lettuce,2
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,194,331.5420705,4.361032205,lettuce,2
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,167,277.7046836,4.562073689,lettuce,2
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,199,410.8560268,4.554262067,lettuce,2
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,186,302.6978586,4.378232847,lettuce,2
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,191,310.972368,4.250744006,lettuce,2
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,174,313.6901599,4.519840768,lettuce,2
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,177,316.4772025,4.353870015,lettuce,2
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,191,325.26177,4.233447498,lettuce,2
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,191,250.0246629,4.305316612,lettuce,2
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,175,373.4551433,4.249853245,lettuce,2
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,173,274.7808841,4.506562645,lettuce,2
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,200,281.3541368,4.416272308,lettuce,2
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,98,352.9421717,4.861801603,spinach,3
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,111,371.2351992,4.676185981,spinach,3
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,108,488.9633991,4.702528775,spinach,3
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,120,398.3532377,4.951393168,spinach,3
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,83,509.7125618,4.352099278,spinach,3
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,113,335.1191977,4.970496518,spinach,3
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,95,403.9549967,4.125839158,spinach,3
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,124,450.9217267,4.66134629,spinach,3
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,93,431.4719635,4.897691322,spinach,3
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,108,506.159855,4.875661409,spinach,3
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,110,360.6441528,4.97509854,spinach,3
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,101,340.868649,4.48859926,spinach,3
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,125,366.3777262,4.977814161,spinach,3
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,107,458.1376197,4.907974795,spinach,3
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,113,300.8181236,4.489382021,spinach,3
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,108,502.1638612,4.257573036,spinach,3
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,118,436.9871196,4.766614423,spinach,3
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,122,404.5126926,4.468424212,spinach,3
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,88,416.0238115,4.928664742,spinach,3
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,108,516.7628212,4.694722289,spinach,3
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,113,477.2130662,4.230006655,spinach,3
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,109,331.0245031,4.982168824,spinach,3
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,111,384.386859,4.254896366,spinach,3
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,123,329.1001668,4.811697545,spinach,3
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,99,427.7293342,4.427066248,spinach,3
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,117,471.1003445,4.947000573,spinach,3
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,101,303.3332798,4.694500169,spinach,3
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,126,320.4722776,4.582647015,spinach,3
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,116,320.6093613,4.621743842,spinach,3
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,112,437.0725844,4.477919927,spinach,3
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,117,510.2500294,4.177382464,spinach,3
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,127,463.2279476,4.667318836,spinach,3
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,133,438.7506991,4.129369311,spinach,3
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,103,492.066029,4.674306257,spinach,3
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,86,283.6231793,4.941858138,spinach,3
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,114,488.9384332,4.815338737,spinach,3
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,101,546.8490802,4.871871647,spinach,3
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,90,371.443225,4.799510303,spinach,3
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,108,333.802223,4.566120384,spinach,3
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,109,386.5944937,4.581480686,spinach,3
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,97,406.366491,4.487272424,spinach,3
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,106,500.8362477,4.936171859,spinach,3
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,117,522.4255637,4.801487541,spinach,3
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,107,369.1228174,4.68569025,spinach,3
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,105,412.3334695,4.697233778,spinach,3
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,118,393.1975721,4.700656452,spinach,3
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,80,544.8266596,4.573086303,spinach,3
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,106,511.4222625,4.115380502,spinach,3
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,117,502.5336747,4.615612656,spinach,3
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,108,404.9599272,4.837053583,spinach,3
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,103,486.6133093,4.739124217,spinach,3
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,94,338.4478555,4.647200801,spinach,3
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,127,419.1743874,4.33667984,spinach,3
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,105,568.910481,4.14650874,spinach,3
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,104,337.8815491,4.602947139,spinach,3
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,110,351.9144685,4.688507121,spinach,3
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,135,517.3491974,4.164835461,spinach,3
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,111,514.0985773,4.484910185,spinach,3
12,63,17,18.358923,19.37703396,5.717143397,138.414764,92,355.7414744,4.937453404,spinach,3
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,103,395.0843706,4.563862163,spinach,3
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,94,551.7255773,4.688881896,spinach,3
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,113,460.7179208,4.659897124,spinach,3
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,106,480.2660936,4.960083284,spinach,3
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,126,454.2552658,4.154324536,spinach,3
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,125,381.9586042,4.915089847,spinach,3
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,117,400.2660915,4.836955609,spinach,3
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,104,533.8481477,4.685954692,spinach,3
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,118,433.2448778,4.168102434,spinach,3
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,107,554.7304506,4.993643235,spinach,3
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,96,579.3773772,4.792814561,spinach,3
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,118,432.3797465,4.84989155,spinach,3
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,79,380.9410748,4.906615892,spinach,3
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,93,428.7845022,4.915135654,spinach,3
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,122,434.14957,4.616294204,spinach,3
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,92,466.6644913,4.241507086,spinach,3
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,100,346.9531379,4.219074267,spinach,3
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,118,446.2673773,4.250590335,spinach,3
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,124,331.5976972,4.498564017,spinach,3
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,124,405.5754065,4.416841083,spinach,3
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,86,394.248536,4.701401088,spinach,3
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,126,496.0228306,4.414035254,spinach,3
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,111,543.5212606,4.733225996,spinach,3
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,77,473.0520015,4.975757361,spinach,3
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,88,489.2118814,4.993522126,spinach,3
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,120,465.8566475,4.768414528,spinach,3
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,119,447.8234935,5.015583716,spinach,3
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,98,524.2701649,4.833196574,spinach,3
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,101,346.4685007,4.755306347,spinach,3
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,103,589.8033126,4.450169235,spinach,3
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,98,462.643546,4.870184264,spinach,3
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,115,358.152942,4.878170607,spinach,3
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,138,399.7151407,4.396335453,spinach,3
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,122,434.4483403,4.174793464,spinach,3
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,96,482.7134208,4.94372668,spinach,3
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,81,445.5677608,4.345641904,spinach,3
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,110,467.0178604,4.308970135,spinach,3
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,109,517.0783068,4.621022598,spinach,3
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,132,491.2099383,4.44339852,spinach,3
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,109,443.5789137,4.899267451,spinach,3
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,106,380.297302,4.656405666,spinach,3
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,99,2115.138569,4.817487095,cauliflower,4
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,122,2314.278152,5.104287464,cauliflower,4
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,129,1736.28124,4.647560681,cauliflower,4
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,108,1185.204957,4.965152229,cauliflower,4
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,107,1168.437553,5.223715962,cauliflower,4
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,130,1284.668435,5.012632977,cauliflower,4
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,130,1432.071867,4.997456462,cauliflower,4
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,112,1268.60313,5.297466408,cauliflower,4
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,113,1865.308468,4.511455226,cauliflower,4
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,120,2040.051362,4.858080001,cauliflower,4
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,115,2438.018359,4.697141202,cauliflower,4
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,89,1353.110719,5.179627235,cauliflower,4
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,120,1419.448239,4.578438343,cauliflower,4
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,116,1770.498388,4.812303643,cauliflower,4
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,116,1658.624766,4.801916918,cauliflower,4
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,121,932.7008919,4.580008676,cauliflower,4
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,92,833.276922,5.200606595,cauliflower,4
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,87,635.6320077,4.686493555,cauliflower,4
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,117,1395.544976,5.090562895,cauliflower,4
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,106,995.2696305,4.808632625,cauliflower,4
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,106,1082.866809,5.276031444,cauliflower,4
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,110,1447.710557,5.194153842,cauliflower,4
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,90,922.2776364,5.264953012,cauliflower,4
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,124,1252.241681,4.747382504,cauliflower,4
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,111,704.0987504,4.946262674,cauliflower,4
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,115,868.7772,4.89615795,cauliflower,4
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,131,1395.957164,5.233783422,cauliflower,4
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,96,1028.024181,5.06313807,cauliflower,4
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,107,1183.781423,4.946418528,cauliflower,4
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,96,1129.161245,5.183679502,cauliflower,4
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,94,1121.056263,4.558785667,cauliflower,4
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,120,1816.433596,5.092412021,cauliflower,4
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,106,2234.168484,4.696006891,cauliflower,4
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,121,1090.299806,5.023032926,cauliflower,4
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,118,1348.534801,5.13341225,cauliflower,4
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,108,673.0006186,5.290160514,cauliflower,4
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,120,1081.039726,4.529593352,cauliflower,4
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,97,999.000618,5.202449585,cauliflower,4
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,107,677.5169354,4.544605693,cauliflower,4
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,114,1087.439479,4.76992748,cauliflower,4
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,87,1061.941301,5.076828587,cauliflower,4
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,85,1053.936417,5.241197579,cauliflower,4
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,87,1640.697704,4.867584151,cauliflower,4
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,94,1481.430487,4.997492521,cauliflower,4
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,108,640.9923191,5.101540315,cauliflower,4
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,123,1466.696903,4.525180255,cauliflower,4
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,122,966.2910441,5.281017521,cauliflower,4
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,109,1631.814042,5.147447864,cauliflower,4
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,90,1856.39701,4.986157339,cauliflower,4
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,128,1313.239212,4.920314267,cauliflower,4
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,90,1112.559806,5.160024125,cauliflower,4
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,117,634.5870326,5.178482654,cauliflower,4
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,102,1762.911534,4.869093736,cauliflower,4
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,78,1531.677587,4.849478665,cauliflower,4
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,85,1116.594937,5.244351365,cauliflower,4
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,131,1156.737361,5.257838298,cauliflower,4
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,106,1082.559585,5.097380244,cauliflower,4
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,92,1299.437493,5.083475168,cauliflower,4
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,115,1122.100645,4.620519934,cauliflower,4
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,109,1076.080349,4.66379778,cauliflower,4
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,133,1205.43387,5.264255797,cauliflower,4
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,120,1354.372756,5.005624619,cauliflower,4
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,140,1262.295037,5.288844647,cauliflower,4
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,113,1407.593696,4.78214963,cauliflower,4
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,137,1629.049887,4.619736853,cauliflower,4
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,102,1244.830521,5.257961466,cauliflower,4
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,132,1184.25338,5.282122449,cauliflower,4
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,111,1804.506961,5.210954023,cauliflower,4
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,110,1572.018725,5.080744921,cauliflower,4
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,99,1119.468559,4.95670746,cauliflower,4
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,82,1048.390401,4.6228054,cauliflower,4
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,101,2073.050076,5.175756023,cauliflower,4
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,93,1148.738226,4.947844607,cauliflower,4
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,131,1872.414903,5.249761855,cauliflower,4
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,92,804.584573,4.928904251,cauliflower,4
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,107,2016.713315,4.911622343,cauliflower,4
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,110,1113.811752,5.168051493,cauliflower,4
